path, Rfree
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7sgv 0.2074
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2i 0.2078
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4b 0.2078
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2b 0.2082
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s26 0.2083
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s45 0.2083
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rse 0.2084
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3s 0.2086
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1o 0.2087
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jn2 0.2088
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3a 0.2088
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2e 0.2091
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s36 0.2093
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4k 0.2093
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1q 0.2099
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3h 0.2104
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kok 0.2106
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2a 0.2106
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1a 0.211
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s18 0.2114
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7oft 0.2115
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7rzc 0.2117
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvo 0.2119
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2g 0.2122
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7sdr 0.2122
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s41 0.2126
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3d 0.2127
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4f 0.2128
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7m1y 0.2129
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2t 0.213
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s35 0.2132
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6ywk 0.2139
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7ofs 0.2142
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s28 0.2146
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s2f 0.2146
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7cz4 0.215
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvv 0.215
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s1e 0.2151
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s27 0.2166
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7bf5 0.2168
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rsi 0.2169
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7bf3 0.2174
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s22 0.2177
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7d7l 0.2183
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rt3 0.2186
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kr1 0.2214
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s31 0.2219
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s24 0.2221
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s29 0.2221
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5rvs 0.2226
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4h 0.2226
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6ywl 0.2232
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s73 0.2234
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s4g 0.2238
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7bf6 0.2258
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s3c 0.2267
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7rbr 0.2284
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/2fe8 0.229
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6ywm 0.2292
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6wuu 0.2297
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6xa9 0.2305
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6vxs 0.2335
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/7lfv 0.2346
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7rbs 0.2358
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/5s32 0.2364
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jiw 0.2395
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/2wct 0.2399
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7lbr 0.2406
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7rqg 0.2417
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7llz 0.2427
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/4ovz 0.2429
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7kag 0.2478
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/3mj5 0.24816
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7krx 0.249
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6z5t 0.2493
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/5tl6 0.2496
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6woj 0.2519
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7llf 0.2598
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6xaa 0.2599
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7lbs 0.2601
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/3e9s 0.261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6z72 0.2632
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/5e6j 0.2643
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/7lfu 0.2647
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/5tl7 0.26744
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/2w2g 0.268
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7c33 0.2682
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6z6i 0.2786
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/4mm3 0.2787
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6w9c 0.2791
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7cjd 0.2819
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7cjm 0.2859
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7jrn 0.2872
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/6yva 0.2902
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7los 0.2929
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7cmd 0.298
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7e35 0.3171
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV-2/7lgo 0.3175
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp3/SARS-CoV/6yxj 0.3355
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7/SARS-CoV-2/7lg3 0.2476
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6xip 0.1991
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6wtc 0.2141
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6wqd 0.2287
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6yhu 0.239342382078
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV/2ahm 0.251
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV/5f22 0.2523
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6wiq 0.2523
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/6m5i 0.2917
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp7-nsp8/SARS-CoV-2/7dcd 0.3533
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp8/SARS-CoV-2/7jlt 0.283
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/7kri 0.1953
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/6w9q 0.2459
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/6wxd 0.2534
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV/3ee7 0.268
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/6w4b 0.276
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/6wc1 0.278
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV/1qz8 0.28035
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/7n3k 0.2855
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV-2/7bwq 0.2989
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nsp9/SARS-CoV/1uw7 0.314
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7luz 0.1497
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7n0r 0.1662
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6wzo 0.1732
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6wzq 0.1802
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6yun 0.1888
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7n3d 0.1902
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7ce0 0.1903
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV/2ofz 0.19132
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7ltu 0.1953
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6zco 0.1962
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgs 0.197
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgq 0.198
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgp 0.2035
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6vyo 0.2053
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgt 0.2053
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7n3c 0.2097
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7f2b 0.2135
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgr 0.221
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7cr5 0.222
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7de1 0.2227
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7vnu 0.2259
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7cdz 0.2266
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6wji 0.2275
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7kgo 0.2293
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV/2gib 0.23451
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7lux 0.236
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7c22 0.2382
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7lv2 0.242
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV/2og3 0.24711
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6wkp 0.2477
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7lg0 0.2684
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV/2cjr 0.269
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7n0i 0.2714
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7r98 0.2732
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/6m3m 0.2934
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/nucleocapsid_protein/SARS-CoV-2/7f2e 0.2975
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf7a/SARS-CoV-2/7ci3 0.2598
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf8/SARS-CoV-2/7jx6 0.2331
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf8/SARS-CoV-2/7lg2 0.2537
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf8/SARS-CoV-2/7jtl 0.2574
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf9b/SARS-CoV-2/6z4u 0.2567
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/orf9b/SARS-CoV-2/7dhg 0.2668
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/protein_e/SARS-CoV-2/7ntk 0.2287
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/rna/SARS-CoV-2/7mky 0.1877
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/rna/SARS-CoV-2/7mlx 0.2309
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/rna/SARS-CoV/1xjr 0.24326
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/rna/SARS-CoV-2/7lyj 0.2506
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m53 0.1739
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7oaq 0.1783
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7eam 0.1807
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ek6 0.1854
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7oao 0.186
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bz5 0.1914
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/7lm9 0.1922
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6yz5 0.1933
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7dmu 0.1979
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7s4s 0.1979
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7neh 0.1982
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7e8m 0.1986
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7oau 0.1992
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7b62 0.1998
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7lm8 0.2007
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7vnb 0.2033
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7oap 0.204
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n4j 0.2069
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7d2z 0.207
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzi 0.2075
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7n3i 0.2082
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7jmp 0.2091
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7olz 0.2092
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6m1v 0.212
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV/2ghv 0.21312
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kn5 0.2133
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mfu 0.2149
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kfv 0.2155
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6lzg 0.2156
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kgj 0.2163
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6zbp 0.2169
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kmi 0.2172
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m8t 0.2186
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xc4 0.2192
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bek 0.2195
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7chp 0.2198
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7s3n 0.2205
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kn3 0.2219
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7neg 0.2228
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ekf 0.2238
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7c8v 0.2239
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ean 0.2239
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7efp 0.2242
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7chs 0.2244
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7b3o 0.2245
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ekc 0.2252
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6xc3 0.2253
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7chb 0.2256
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kfx 0.2261
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6m0j 0.2269
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7mzf 0.2272
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7oay 0.2275
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ekh 0.228
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7cjf 0.2285
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7nx9 0.2285
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7r8l 0.2286
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/6vw1 0.2288
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7efr 0.2289
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7m8u 0.229
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7kfw 0.2293
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7deu 0.2294
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7beh 0.2296
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7or9 0.2296
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7djz 0.2298
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7p3d 0.2306
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7l7d 0.231
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7rku 0.2311
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bej 0.2314
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7r6w 0.2316
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7bei 0.2319
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7deo 0.2321
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7lq7 0.2334
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7ly3 0.2339
/scratch/CSTF/cstf/coronavirus_structural_task_force/pdb/surface_glycoprotein/SARS-CoV-2/7k8m 0.2342
